70, 80, 90
70, 80, 100
70, 80, 110
70, 80, 120
70, 80, 130
70, 80, 140
70, 80, 150
70, 80, 160
70, 80, 170
70, 80, 180
70, 90, 100
70, 90, 110
70, 90, 120
70, 90, 130
70, 90, 140
70, 90, 150
70, 90, 160
70, 90, 170
70, 90, 180
70, 100, 110
70, 100, 120
70, 100, 130
70, 100, 140
70, 100, 150
70, 100, 160
70, 100, 170
70, 100, 180
70, 110, 120
70, 110, 130
70, 110, 140
70, 110, 150
70, 110, 160
70, 110, 170
70, 110, 180
70, 120, 130
70, 120, 140
70, 120, 150
70, 120, 160
70, 120, 170
70, 120, 180
70, 130, 140
70, 130, 150
70, 130, 160
70, 130, 170
70, 130, 180
70, 140, 150
70, 140, 160
70, 140, 170
70, 140, 180
70, 150, 160
70, 150, 170
70, 150, 180
