120, 130, 160
120, 130, 170
120, 130, 180
120, 130, 190
120, 130, 200
120, 130, 210
120, 130, 220
120, 130, 230
120, 140, 150
120, 140, 160
120, 140, 170
120, 140, 180
120, 140, 190
120, 140, 200
120, 140, 210
120, 140, 220
120, 140, 230
120, 150, 160
120, 150, 170
120, 150, 180
120, 150, 190
120, 150, 200
120, 150, 210
120, 150, 220
120, 150, 230
120, 160, 170
120, 160, 180
120, 160, 190
120, 160, 200
120, 160, 210
120, 160, 220
120, 160, 230
120, 170, 180
120, 170, 190
120, 170, 200
120, 170, 210
120, 170, 220
120, 170, 230
120, 180, 190
120, 180, 200
120, 180, 210
120, 180, 220
120, 180, 230
120, 190, 200
120, 190, 210
120, 190, 220
120, 190, 230
120, 200, 210
120, 200, 220
120, 200, 230
